,-20,-15,-10,-5,0,5,10,15,20,25,30
0,0.0018625988759561403,0.0006768952124388087,0.0018293857350467973,0.0020561953285130534,0.002229286405314022,0.002125312162480302,0.0017855215394124281,0.002305320546773069,0.0013414914904828167,0.0014843800958715344,0.0007804509020412119
