,-20,-15,-10,-5,0,5,10,15,20,25,30
0,0.8009573202140509,0.7340168670252897,0.6728789750678026,0.5930140185257751,0.5294999400764129,0.4861489299071357,0.4631541726393083,0.4471486537969553,0.4429093105000223,0.43953521277676916,0.4378725119833113
