,-20,-15,-10,-5,0,5,10,15,20,25,30
0,0.005671909967289019,0.002556352805939439,0.001997630679013233,0.00233068374677525,0.0026590517445128307,0.0030705107090385963,0.0033183036528827608,0.002978159425665839,0.0020962980147876467,0.0010947077340472237,0.0010223087154531808
