,-20,-15,-10,-5,0,5,10,15,20,25,30
0,0.7927772209936932,0.7821492429738774,0.7674852458706439,0.7430368723495319,0.6986798838921566,0.6343988471672507,0.5664773283540643,0.5045299038464287,0.4618970812470843,0.4367483204413245,0.4205426355382708
