,-20,-15,-10,-5,0,5,10,15,20,25,30
0,0.8590852185028929,0.837200946739656,0.8191952324926911,0.7956787457431854,0.7557009025999641,0.6947152746849762,0.6012139977772125,0.49644961054582515,0.4188749064292863,0.3755433290320296,0.35261277869366253
