,-20,-15,-10,-5,0,5,10,15,20,25,30
0,0.8015383252867718,0.7744762957584268,0.7248838850777999,0.6454479262975868,0.5756034104254384,0.5352003495646623,0.5110264959799187,0.496123702817752,0.48942826452852745,0.4871686942620017,0.4874384518351064
