,-20,-15,-10,-5,0,5,10,15,20,25,30
0,0.7952531400222869,0.7713346751115342,0.7149694272100502,0.6387854937639535,0.5808683908926596,0.5452814630507996,0.5263794756018307,0.5172849569392193,0.515373024311559,0.5104760443537902,0.5098099009992034
