,-20,-15,-10,-5,0,5,10,15,20,25,30
0,0.8419807755120856,0.8327920484801162,0.8179493557023448,0.7951453240844403,0.7468758458261943,0.6720693730319641,0.5781204009532259,0.5032615868171937,0.4607784910833878,0.4374784561227364,0.4195601923681728
