,-20,-15,-10,-5,0,5,10,15,20,25,30
0,0.8433692139403853,0.8310784578840642,0.8173618854793939,0.7938505075758968,0.7476244211762153,0.6736870217747971,0.5751154430985834,0.5029827128123588,0.46227165878308507,0.4350828382176242,0.41988539010512593
