,-20,-15,-10,-5,0,5,10,15,20,25,30
0,0.8034279632742586,0.775233799328706,0.7193249512410793,0.6461941675947555,0.575154718790482,0.5336183389666856,0.509328652791544,0.4942294376868026,0.48909135957527483,0.4877430156782373,0.48741336850467926
