,-20,-15,-10,-5,0,5,10,15,20,25,30
0,0.7984988974412722,0.7797995121503014,0.7056790141942196,0.6379903987340919,0.5787458810608502,0.5466996007414046,0.5283696554319789,0.5165330128362782,0.5116358754340102,0.5096704136189764,0.5077362573318399
