,-20,-15,-10,-5,0,5,10,15,20,25,30
0,0.8050790455677596,0.7719034007339534,0.7202304997714309,0.6491622065326972,0.5742018753409847,0.5337274114929127,0.5112452992590795,0.4991305000881005,0.48847667785869386,0.4858211924036944,0.4888324749115358
