,-20,-15,-10,-5,0,5,10,15,20,25,30
0,0.8719396643477112,0.8405011369101971,0.8198407741142907,0.796810810183031,0.7633299188802094,0.7126983259937664,0.6238637084676878,0.4865846929532821,0.3733501511250201,0.31487632747288913,0.2831353681208437
