,-20,-15,-10,-5,0,5,10,15,20,25,30
0,0.8763767113523095,0.8465831321376905,0.8194208531897117,0.7989232429683916,0.7642362116105124,0.7130015055453346,0.6265568891195252,0.49396689048508685,0.3732686632057783,0.31465330908070976,0.286164170142329
