,-20,-15,-10,-5,0,5,10,15,20,25,30
0,0.8422617143073535,0.8334529677892567,0.818624107546285,0.7916335303149759,0.74735411425176,0.6776535523158155,0.5723494207872686,0.5085655904702889,0.46413581516782787,0.4359494152940156,0.42055133719685106
