,-20,-15,-10,-5,0,5,10,15,20,25,30
0,0.8698844210726974,0.8377787558305976,0.8189697340929308,0.7993928329691825,0.7573982673003951,0.7127433476656224,0.6223061267641392,0.4905638929615501,0.3791090216329723,0.314964672515162,0.2847402469748261
