,-20,-15,-10,-5,0,5,10,15,20,25,30
0,0.7994310716969856,0.776401067182268,0.7231914773862752,0.6457971343637259,0.5761247994110114,0.5391438408431058,0.5086394412093952,0.49450592068793825,0.4888945020858444,0.4873424342571577,0.48734452336656425
