,-20,-15,-10,-5,0,5,10,15,20,25,30
0,0.7999528411389485,0.76969157512571,0.7125098031070859,0.6387539894319643,0.5826426136075676,0.5478751061675736,0.5304514345321955,0.5171340850225647,0.5110160687494292,0.5096535803405964,0.5071247307958242
