,-20,-15,-10,-5,0,5,10,15,20,25,30
0,0.8844246929227608,0.8441764123427185,0.8178971264040842,0.8026396857528887,0.7592075380090747,0.7152103903360586,0.6299762155517448,0.4868365780611083,0.37869912203091655,0.31614530682738884,0.28582008767767414
