,-20,-15,-10,-5,0,5,10,15,20,25,30
0,0.8013930963791465,0.7716754562978394,0.7179445588459147,0.6383488819050164,0.5758320555131224,0.5484362067841387,0.5298882822021822,0.5182270286109324,0.5111191071410663,0.5104421412688425,0.5072829130879353
